gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood
OSBPL6	17	0	0	0	0	0	0										False
OSBPL7	14	0	0	0	0	0	0										False
OSBPL8	17	3	2	0	0	2	1	Crohn disease;ulcerative colitis	type 1 diabetes mellitus	0.0008954111211617126	0.19603817298315462	1.0360724983980236	1.6003084248652828	0.003231547449704482	-0.6258156725037196	ibd_crohn_stromal:0.83,p=0.0009;ibd_crohn_epithelial:0.839,p=0.017;ibd_uc_epithelial:1.04,p=0.021	False
OSBPL9	17	0	3	0	0	0	3		Crohn disease;psoriasis;type 1 diabetes mellitus					0.001863691195932162	-0.8423697713458802		False
OSCAR	13	2	0	0	0	2	0	Crohn disease;psoriasis		0.020292771505613035	0.2986934490597682	1.6071745066446472	2.1694882330663843			psoriasis_skin_apc:1.61,p=0.02;ibd_crohn_myeloid:1.06,p=0.022	False
OSCP1	17	1	0	0	0	1	0	Crohn disease		0.03463512096013062	0.2507647243321311	0.4896792872280864	1.302513457501428			ibd_crohn_epithelial:0.49,p=0.035	False
OSER1	17	0	2	0	0	0	2		psoriasis;type 1 diabetes mellitus					0.027753524896040833	-1.081290581671059		False
OSER1-DT	17	2	3	1	0	1	3	type 1 diabetes mellitus	Crohn disease;psoriasis;ulcerative colitis	0.00013781693079146145	0.04510425594540979	2.1820069921666505	1.742772704524354	0.019019285223873816	-1.6123619534842308	t1d_stellate_cell:2.18,p=0.00014;t1d_ductal_cell:2.15,p=0.00085	False
OSGEP	17	1	0	0	0	1	0	psoriasis		0.046950941112492345	0.4069761493226161	0.5205497502166212	2.590469672160025			psoriasis_keratinocyte:0.521,p=0.047	False
OSGEPL1	17	1	2	0	1	1	2	type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.04808156901141104	0.45031429931620953	1.7508504492645647	1.2687210848438624	7.477091199142748e-05	-2.350593585225021	t1d_stellate_cell:1.75,p=0.048	False
OSGEPL1-AS1	14	1	1	0	0	1	1	type 1 diabetes mellitus	ulcerative colitis	0.03721704266358688	0.4459285403038397	0.5562238878363436	1.6999269598536255	0.022421886632215816	-0.8886790355539803	t1d_ductal_cell:0.556,p=0.037	False
OSGIN1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.021392209679587795	0.3382487639094668	1.6401665118829727	0.8875403912244173			t1d_endothelial_cell:1.64,p=0.021	False
OSGIN2	17	0	0	0	0	0	0										False
OSM	12	0	0	0	0	0	0										False
OSMR	13	1	0	0	0	1	0	psoriasis		0.011252276011374115	0.3849693710143581	1.209293653430044	2.9368027831429098			psoriasis_keratinocyte:1.21,p=0.011	False
OSMR-AS1	5	0	0	0	0	0	0										False
OSMR-DT	7	0	1	0	0	0	1		Sjogren syndrome					0.005144336630179054	-0.8725648557125818		False
OSR1	13	0	1	0	1	0	1		ulcerative colitis					0.0008725293846363776	-2.5245542816613433		False
OSR2	16	0	2	0	0	0	1		psoriasis					0.0015638021846022204	-1.1886388630086655		False
OST4	17	3	1	0	0	2	1	Sjogren syndrome;type 1 diabetes mellitus	Crohn disease	0.010826084359844373	0.4622045924950984	0.5610220145481133	1.0393262516196287	0.024526663740661002	-0.38134436027846874	sjogren_gland_stromal:0.486,p=0.011;t1d_acinar_cell:0.519,p=0.017;t1d_ductal_cell:0.561,p=0.046	False
OSTC	17	2	1	2	0	1	1	ulcerative colitis	type 1 diabetes mellitus	1.2503695131696142e-05	0.01401574912155054	1.03124701158311	3.5056849923999103	0.007737428279419784	-0.22479146692406182	ibd_uc_stromal:0.618,p=1.3e-05;ibd_uc_epithelial:1.03,p=0.00071	False
OSTF1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.03469804979651522	0.5320809710944909	1.0192041989847223	1.5516342066886168			t1d_acinar_cell:1.02,p=0.035	False
OSTM1	17	3	0	0	0	2	0	Crohn disease;psoriasis		0.028409329595678615	0.5560654875640701	0.9485494574999791	1.8985891241740154			psoriasis_skin_stromal:0.471,p=0.028;ibd_crohn_stromal:0.949,p=0.036;psoriasis_skin_apc:0.695,p=0.044	False
OSTN	3	0	0	0	0	0	0										False
OSTN-AS1	3	0	0	0	0	0	0										False
OTC	6	0	0	0	0	0	0										False
OTOA	17	0	2	0	1	0	2		Crohn disease;ulcerative colitis					0.000201217881024369	-4.211358342442867		False
OTOF	3	0	0	0	0	0	0										False
OTOG	3	0	0	0	0	0	0										False
OTOGL	8	0	1	0	0	0	1		ulcerative colitis					0.013372923113574194	-1.1559016261060708		False
OTOP1	3	0	0	0	0	0	0										False
OTOP2	6	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.0046887072747987925	-4.853499907861805		False
OTOP3	6	0	2	0	1	0	2		Crohn disease;ulcerative colitis					0.001526902039139093	-2.283777440146705		False
OTOR	3	0	0	0	0	0	0										False
OTP	3	0	0	0	0	0	0										False
OTUB1	17	1	0	0	0	1	0	psoriasis		0.03722075454683303	0.40121785300954577	0.5325175557831532	2.1451528594143636			psoriasis_keratinocyte:0.533,p=0.037	False
OTUB2	12	2	1	0	0	2	1	Crohn disease;type 1 diabetes mellitus	type 1 diabetes mellitus	0.022291203256248553	0.2637528884475864	1.1569274624181012	1.0237298466619964	0.022373927466838906	-0.4404175030911711	t1d_ductal_cell:0.836,p=0.022;ibd_crohn_epithelial:1.16,p=0.039	False
OTUD1	17	0	3	0	0	0	3		Sjogren syndrome;psoriasis;type 1 diabetes mellitus					0.002282825782692555	-1.2623200527335872		False
OTUD3	17	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.016992909388530885	-1.2730009329337755		False
OTUD4	17	1	0	0	0	1	0	Crohn disease		0.033260583738607644	0.2472770370312149	0.5696591874637056	1.3386811690390743			ibd_crohn_epithelial:0.57,p=0.033	False
OTUD5	17	0	0	0	0	0	0										False
OTUD6A	12	0	0	0	0	0	0										False
OTUD6B	17	1	0	0	0	1	0	psoriasis		0.03175014745414344	0.5629136920899099	0.6048695729642262	2.300023646986122			psoriasis_skin_stromal:0.605,p=0.032	False
OTUD6B-AS1	17	1	3	0	0	1	2	Sjogren syndrome	Crohn disease;ulcerative colitis	0.04316480781345621	0.8441184433525579	0.29467056183197116	0.7993377393897337	0.005916788666546208	-0.8716147957698439	sjogren_gland_epithelial:0.295,p=0.043	False
OTUD7A	14	0	0	0	0	0	0										False
OTUD7B	17	0	0	0	0	0	0										False
OTULIN	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.0025711728272500077	0.42798837759100833	1.158679822670225	2.106892155443984			ibd_crohn_stromal:1.16,p=0.0026;psoriasis_skin_stromal:0.462,p=0.04	False
OTULIN-DT	8	0	0	0	0	0	0										False
OTULINL	17	0	1	0	0	0	1		psoriasis					0.0059901234885436335	-0.5893923132007615		False
OTX1	9	0	0	0	0	0	0										False
OTX2-AS1	3	0	0	0	0	0	0										False
OVAAL	3	0	0	0	0	0	0										False
OVCA2	1	0	0	0	0	0	0										False
OVCH1	5	0	0	0	0	0	0										False
OVCH1-AS1	15	1	1	0	0	1	1	Crohn disease	type 1 diabetes mellitus	0.030899729767393202	0.33717138581727424	1.1172310508184982	1.5866612335866401	0.009459171753150654	-0.34086880345032095	ibd_crohn_myeloid:1.12,p=0.031	False
OVCH2	3	0	0	0	0	0	0										False
OVGP1	16	0	0	0	0	0	0										False
OVOL1	13	0	1	0	0	0	1		ulcerative colitis					0.01594608287710329	-0.7942268964741608		False
OVOL1-AS1	8	0	0	0	0	0	0										False
OVOL2	13	0	0	0	0	0	0										False
OVOL3	4	0	0	0	0	0	0										False
OXA1L	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.022664970428016722	0.42003314858132074	0.2808222104945761	0.8168491582113983			t1d_ductal_cell:0.281,p=0.023	False
OXCT1	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.01086304045191504	0.1688180443468438	0.9516923825014447	2.4650887079085813			ibd_crohn_epithelial:0.952,p=0.011;psoriasis_skin_stromal:0.426,p=0.028	False
OXCT1-AS1	3	1	0	0	0	1	0	psoriasis		0.04918745029114015	0.4092755158668136	0.651176850869189	2.069505755447373			psoriasis_keratinocyte:0.651,p=0.049	False
OXCT2	17	0	1	0	0	0	1		type 1 diabetes mellitus					0.014049676762557983	-1.0176905779239076		False
OXER1	17	1	3	0	0	1	2	type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.04249846200781198	0.4384383646975683	1.1243599623862748	1.0586886695790017	0.002156071774452317	-2.3891801698107424	t1d_stellate_cell:1.12,p=0.042	False
OXGR1	8	0	1	0	0	0	1		ulcerative colitis					0.014372953862695857	-0.352966005946581		False
OXLD1	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.009713327515343685	0.23626244234991375	0.9900617957267146	3.409059576029174			psoriasis_keratinocyte:0.99,p=0.0097;ibd_crohn_epithelial:0.894,p=0.029	False
OXNAD1	17	1	1	0	0	1	1	psoriasis	Crohn disease	0.04684952425875224	0.4069761493226161	1.2493309223950422	2.2992823448657087	0.019467051825301316	-1.428706590061923	psoriasis_keratinocyte:1.25,p=0.047	False
OXR1	17	0	1	0	0	0	1		type 1 diabetes mellitus					0.02905523507328202	-0.4579138058806933		False
OXR1-AS1	5	0	0	0	0	0	0										False
OXSM	17	1	0	0	0	1	0	psoriasis		0.018897185520128024	0.3986198211135948	0.4688112739091861	2.9181434994877007			psoriasis_keratinocyte:0.469,p=0.019	False
OXSR1	17	2	0	0	0	2	0	Crohn disease;ulcerative colitis		0.033013260553607676	0.3460182842246059	0.8738654214530062	1.3559256261916341			ibd_crohn_myeloid:0.874,p=0.033;ibd_uc_myeloid:0.765,p=0.044	False
OXT	12	0	1	0	0	0	1		psoriasis					0.01807748811485795	-0.8392840544332343		False
OXTR	12	0	1	0	0	0	1		psoriasis					0.020823431822404075	-0.3645720038985867		False
P2RX1	15	0	3	0	1	0	2		Crohn disease;ulcerative colitis					0.0013674786406621408	-3.5150704585664534		False
P2RX2	1	0	0	0	0	0	0										False
P2RX3	4	0	0	0	0	0	0										False
P2RX4	17	2	1	0	0	2	1	psoriasis;ulcerative colitis	Crohn disease	0.011221252184042154	0.23885398840776043	0.8995139908184218	1.796433360623556	0.010812207421880377	-0.45203072247444265	ibd_uc_myeloid:0.9,p=0.011;psoriasis_skin_stromal:0.498,p=0.042	False
P2RX5	14	0	0	0	0	0	0										False
P2RX5-TAX1BP3	8	0	0	0	0	0	0										False
P2RX6	10	0	0	0	0	0	0										False
P2RX7	17	1	2	0	0	1	1	type 1 diabetes mellitus	ulcerative colitis	0.02220388173627174	0.35688621616231125	1.0236399850345423	0.8605634220554674	0.004253741662478759	-1.4327970096986256	t1d_stellate_cell:1.02,p=0.022	False
P2RY1	17	1	2	0	1	1	2	type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.009181193068289122	0.26145948537583974	1.8189435227256556	1.1602868828725463	0.0006653504814816032	-2.254922205957022	t1d_stellate_cell:1.82,p=0.0092	False
P2RY10	10	1	0	0	0	1	0	Sjogren syndrome		0.00343911774376503	0.9414172550082021	2.1811922499607133	1.2471571347622603			sjogren_gland_apc:2.18,p=0.0034	False
P2RY11	17	1	0	0	0	1	0	psoriasis		0.04087500753937578	0.5757323842097409	0.5502717138895015	2.2479456236094615			psoriasis_skin_stromal:0.55,p=0.041	False
P2RY12	6	0	0	0	0	0	0										False
P2RY13	8	0	0	0	0	0	0										False
P2RY14	10	1	0	0	0	1	0	Crohn disease		0.03513148940906006	0.5708784552779296	0.9841317031955974	1.4371725599777723			ibd_crohn_stromal:0.984,p=0.035	False
P2RY2	16	1	0	0	0	1	0	Crohn disease		0.015532486526216301	0.2637691758085043	1.5032592280335453	1.5524200027043318			ibd_crohn_myeloid:1.5,p=0.016	False
P2RY6	14	2	1	0	0	2	1	psoriasis;ulcerative colitis	ulcerative colitis	0.0136913301747763	0.23689199561860394	3.0491481283761876	2.1527070527222256	0.017804953223783743	-1.303789934440215	ibd_uc_stromal:3.05,p=0.014;psoriasis_skin_apc:1.54,p=0.024	False
P2RY8	11	1	0	0	0	1	0	type 1 diabetes mellitus		0.029858635480427328	0.3701554949522758	1.8998949466384287	0.8994120623467842			t1d_endothelial_cell:1.9,p=0.03	False
P3H1	17	0	0	0	0	0	0										False
P3H2	16	1	0	0	0	1	0	type 1 diabetes mellitus		0.0007691274415274647	0.15588149707231538	1.4896513463451697	1.0750653242196984			t1d_ductal_cell:1.49,p=0.00077	False
P3H2-AS1	12	0	1	0	0	0	1		type 1 diabetes mellitus					0.03416439630881374	-0.33624884505129365		False
P3H3	16	0	1	0	1	0	1		ulcerative colitis					0.0006250979151532344	-1.1487715244012113		False
P3H4	17	0	1	0	0	0	1		Sjogren syndrome					0.021259523904093247	-1.576861204958063		False
P4HA1	17	0	0	0	0	0	0										False
P4HA2	17	0	1	0	0	0	1		Sjogren syndrome					0.0023539474630594162	-2.4110548627948902		False
P4HA2-AS1	3	0	0	0	0	0	0										False
P4HA3	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.02582345302048221	0.3573145867906226	1.4063919204491944	0.8340709956252985			t1d_endothelial_cell:1.41,p=0.026	False
P4HA3-AS1	1	0	0	0	0	0	0										False
P4HB	17	4	0	2	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0001651252932294483	0.02821491165217775	1.4739017190730932	2.6711571512501857			ibd_uc_epithelial:1.11,p=0.00017;ibd_crohn_epithelial:1.01,p=0.00031;sjogren_gland_stromal:1.47,p=0.027;psoriasis_skin_apc:0.956,p=0.028	False
P4HTM	17	0	0	0	0	0	0										False
PA2G4	17	1	0	0	0	1	0	psoriasis		0.029691944885405344	0.7297013371935511	0.6430584513807807	2.26345066981187			psoriasis_skin_apc:0.643,p=0.03	False
PAAF1	17	2	1	1	0	2	1	Sjogren syndrome;type 1 diabetes mellitus	psoriasis	0.0009399966943171125	0.09769447672393981	2.329705532034196	1.091173588175452	0.020412736603907872	-0.3795994252830104	t1d_endothelial_cell:2.33,p=0.00094;sjogren_gland_stromal:0.373,p=0.049	False
PABIR1	8	1	0	0	0	1	0	type 1 diabetes mellitus		0.012874221665178437	0.431684730046572	0.7176906377110539	1.6615842900895366			t1d_acinar_cell:0.718,p=0.013	False
PABIR2	8	1	0	0	0	1	0	type 1 diabetes mellitus		0.04690177101983019	0.4164669924574152	1.0636924813967288	0.602082734054703			t1d_endothelial_cell:1.06,p=0.047	False
PABIR3	8	0	0	0	0	0	0										False
PABPC1	17	1	2	0	0	1	2	type 1 diabetes mellitus	Crohn disease;psoriasis	0.0077284910037884414	0.24593494456004206	0.30532910982845074	1.004649658386805	0.008515324616271537	-0.5507656952197877	t1d_stellate_cell:0.305,p=0.0077	False
PABPC1L	17	4	0	0	0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.004531869362339531	0.2020556942942222	1.4105943610184355	1.2590654765753289			t1d_stellate_cell:1.41,p=0.0045;ibd_uc_stromal:1.38,p=0.013;t1d_ductal_cell:0.74,p=0.015;psoriasis_keratinocyte:0.599,p=0.03	False
PABPC1L2A	2	0	0	0	0	0	0										False
PABPC1L2B	2	0	0	0	0	0	0										False
PABPC3	10	0	0	0	0	0	0										False
PABPC4	17	1	1	0	0	1	1	psoriasis	ulcerative colitis	0.0022322528887511062	0.3849693710143581	0.3723445562941041	4.550444868964939	0.005063336936638722	-0.7131107131723997	psoriasis_keratinocyte:0.372,p=0.0022	False
PABPC4-AS1	1	0	0	0	0	0	0										False
PABPC4L	10	0	0	0	0	0	0										False
PABPC5	11	0	0	0	0	0	0										False
PABPC5-AS1	3	0	0	0	0	0	0										False
PABPN1	17	0	0	0	0	0	0										False
PABPN1L	3	0	0	0	0	0	0										False
PACC1	8	2	0	0	0	2	0	Sjogren syndrome;type 1 diabetes mellitus		0.03976753297840078	0.4569975186338567	1.0791130366428758	0.7394315243899967			t1d_ductal_cell:0.884,p=0.04;sjogren_gland_apc:1.08,p=0.045	False
PACERR	14	0	0	0	0	0	0										False
PACRG	14	0	1	0	0	0	1		Crohn disease					0.026730337383354088	-1.4265680266899574		False
PACRG-AS1	2	0	0	0	0	0	0										False
PACRG-AS3	2	0	0	0	0	0	0										False
PACRGL	17	0	1	0	0	0	1		ulcerative colitis					0.03284407633457715	-1.4476424648408632		False
PACS1	17	2	0	0	0	2	0	Crohn disease;type 1 diabetes mellitus		0.01602228571948306	0.21483528943005925	1.1180497992615392	1.1277770412113486			t1d_endothelial_cell:1.12,p=0.016;ibd_crohn_epithelial:0.97,p=0.022	False
PACS2	17	0	2	0	1	0	2		Crohn disease;ulcerative colitis					0.00019221429912084123	-1.6730078674509232		False
PACSIN1	10	0	0	0	0	0	0										False
PACSIN2	17	2	1	0	0	1	1	type 1 diabetes mellitus	Crohn disease	0.0065907229461164354	0.2301417110378864	1.2401169780006347	0.8771480106858451	0.013532855256643616	-0.5456066593402094	t1d_stellate_cell:1.24,p=0.0066;t1d_endothelial_cell:0.756,p=0.029	False
PACSIN3	17	0	1	0	1	0	1		type 1 diabetes mellitus					0.0010082422117371926	-0.8449642487039943		False
PADI1	7	1	2	0	0	1	2	psoriasis	Crohn disease;ulcerative colitis	0.024337327367652123	0.40019800162873154	0.8772094472884802	4.042424664424137	0.009308173906021903	-0.980436786725686	psoriasis_keratinocyte:0.877,p=0.024	False
PADI2	12	0	1	0	1	0	1		ulcerative colitis					9.024124447638317e-05	-2.358945661833129		False
PADI3	5	0	0	0	0	0	0										False
PADI4	5	0	0	0	0	0	0										False
PADI6	3	0	0	0	0	0	0										False
PAEP	2	0	0	0	0	0	0										False
PAF1	17	1	1	0	0	1	1	type 1 diabetes mellitus	ulcerative colitis	0.044460884824581284	0.4119574646663296	1.003552343349301	0.9849756393466031	0.046942001643583475	-0.8623693982895722	t1d_endothelial_cell:1,p=0.044	False
PAFAH1B1	17	3	0	0	0	1	0	Crohn disease		0.003823105220610505	0.16690505281462797	0.9999214603448046	1.9877605580737034			ibd_crohn_stromal:1,p=0.0038;ibd_crohn_myeloid:0.812,p=0.0041;ibd_crohn_epithelial:0.424,p=0.04	False
PAFAH1B2	17	1	0	0	0	1	0	ulcerative colitis		0.042032973279710735	0.32348217180026223	0.7525442589224642	1.3538096816500067			ibd_uc_epithelial:0.753,p=0.042	False
PAFAH1B3	17	3	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.0007488656737547918	0.101938511448639	2.409963636896408	3.7585963845817347			t1d_stellate_cell:2.41,p=0.00075;psoriasis_keratinocyte:1.25,p=0.0085;psoriasis_skin_stromal:0.443,p=0.017	False
PAFAH2	17	1	1	0	0	1	1	type 1 diabetes mellitus	Crohn disease	0.008165309146643504	0.25392222574782225	2.0354916802080303	1.3805242119513037	0.0293916404371432	-1.338204868902854	t1d_stellate_cell:2.04,p=0.0082	False
PAG1	17	2	2	0	0	2	2	psoriasis;type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.0001182870535588613	0.3568854792137479	1.7082706147887499	8.939990620691841	0.018526868899862003	-1.1679780370769235	psoriasis_skin_stromal:1.71,p=0.00012;t1d_beta_cell:1.47,p=0.018	False
PAGE1	2	0	0	0	0	0	0										False
PAGE2	2	0	0	0	0	0	0										False
PAGE2B	2	0	0	0	0	0	0										False
PAGE5	1	0	0	0	0	0	0										False
PAGR1	14	1	0	0	0	1	0	type 1 diabetes mellitus		0.04904299050776222	0.5592167835265225	1.8071453016638777	1.1677983391799196			t1d_acinar_cell:1.81,p=0.049	False
PAH	6	2	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.02356121872219675	0.40019800162873154	1.401871735444655	1.8860357061302395			psoriasis_keratinocyte:0.679,p=0.024;t1d_ductal_cell:1.4,p=0.035	False
PAICS	17	2	0	0	0	2	0	Crohn disease;psoriasis		0.0021439830484658857	0.11597709459159407	0.5830764994330142	3.5574992819060554			ibd_crohn_epithelial:0.583,p=0.0021;psoriasis_keratinocyte:0.5,p=0.0099	False
PAIP1	17	0	0	0	0	0	0										False
PAIP2	17	0	0	0	0	0	0										False
PAIP2B	17	1	0	1	0	1	0	type 1 diabetes mellitus		0.000362804992909297	0.07758823786942999	2.1131681763225068	1.3642717163404225			t1d_stellate_cell:2.11,p=0.00036	False
PAK1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.003904429514733163	0.18110113028310484	0.5884778751185333	1.1153725500891025			t1d_beta_cell:0.588,p=0.0039	False
PAK1IP1	17	1	1	0	0	1	1	psoriasis	Crohn disease	0.016585607804709655	0.7297013371935511	0.9280420372392544	2.5948967436295263	0.001278370557890357	-0.8797047692100226	psoriasis_skin_apc:0.928,p=0.017	False
PAK2	17	4	0	0	0	2	0	Crohn disease;ulcerative colitis		0.007480985876383949	0.15331271544603867	0.8908664307170326	1.6164210114943238			ibd_crohn_epithelial:0.881,p=0.0075;ibd_crohn_myeloid:0.85,p=0.011;ibd_uc_epithelial:0.743,p=0.02;ibd_crohn_stromal:0.891,p=0.046	False
PAK3	16	0	2	0	0	0	2		type 1 diabetes mellitus;ulcerative colitis					0.0321679240858392	-1.1917613172796715		False
PAK4	17	2	0	0	0	1	0	type 1 diabetes mellitus		0.010648694012830263	0.26298804242178286	1.5751325020654177	0.8671967559538871			t1d_endothelial_cell:1.58,p=0.011;t1d_ductal_cell:0.387,p=0.035	False
PAK5	7	0	0	0	0	0	0										False
PAK6	15	0	1	0	0	0	1		ulcerative colitis					0.031217066970721442	-0.7082625464869159		False
PALB2	17	2	0	0	0	2	0	psoriasis;type 1 diabetes mellitus		0.02337605799058238	0.40019800162873154	0.8157791098874094	1.4534671370468142			psoriasis_keratinocyte:0.816,p=0.023;t1d_beta_cell:0.572,p=0.038	False
PALD1	16	1	2	0	0	1	2	psoriasis	type 1 diabetes mellitus;ulcerative colitis	0.03536986495086628	0.4011776855304397	0.9817092748659129	2.573002288228739	0.009753091156718801	-1.9074438043269115	psoriasis_keratinocyte:0.982,p=0.035	False
PALLD	17	3	1	0	0	3	1	Crohn disease;psoriasis;ulcerative colitis	type 1 diabetes mellitus	0.011901938116490452	0.17661300164172075	1.604853627982716	1.8278502028514918	0.021275038338571944	-1.1226562809649456	ibd_crohn_epithelial:1.14,p=0.012;ibd_uc_epithelial:1.17,p=0.028;psoriasis_keratinocyte:1.6,p=0.031	False
PALM	15	0	1	0	1	0	1		ulcerative colitis					0.0006373637175840077	-1.2422657722397106		False
PALM2-AKAP2	2	0	0	0	0	0	0										False
PALM2AKAP2	4	0	0	0	0	0	0										False
PALM3	11	0	0	0	0	0	0										False
PALMD	15	1	0	0	0	1	0	ulcerative colitis		0.04386804548009011	0.3609292771128875	1.7129465139866817	1.247670919797501			ibd_uc_stromal:1.71,p=0.044	False
PALS1	8	1	0	0	0	1	0	type 1 diabetes mellitus		0.021343132794530414	0.3737938454942082	0.42358022202629453	0.5965718920872902			t1d_beta_cell:0.424,p=0.021	False
PALS2	8	0	0	0	0	0	0										False
PAM	17	1	3	0	0	1	3	psoriasis	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.04853655780664842	0.7297013371935511	0.5812067188291081	2.155369998257764	0.014713703541462786	-1.3134790918206924	psoriasis_skin_apc:0.581,p=0.049	False
PAM16	14	4	0	0	0	1	0	type 1 diabetes mellitus		0.0037421391419969066	0.19467811332466867	1.7232995487758602	0.7760291333654732			t1d_stellate_cell:1.72,p=0.0037;t1d_acinar_cell:1.2,p=0.018;t1d_ductal_cell:1.1,p=0.037;t1d_beta_cell:0.941,p=0.045	False
PAMR1	12	0	3	0	1	0	3		Crohn disease;psoriasis;ulcerative colitis					0.000827326790829375	-2.6236507471992896		False
PAN2	17	0	0	0	0	0	0										False
PAN3	17	0	0	0	0	0	0										False
PAN3-AS1	17	0	0	0	0	0	0										False
PANCR	3	0	0	0	0	0	0										False
PANDAR	1	0	0	0	0	0	0										False
PANK1	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.03825820975947604	0.4255647852015755	1.1599993130672754	0.8833999436751598			t1d_stellate_cell:1.16,p=0.038	False
PANK2	17	1	0	0	0	1	0	type 1 diabetes mellitus		0.02845778228122348	0.36802291379151786	1.238634989222323	0.684767398141027			t1d_endothelial_cell:1.24,p=0.028	False
PANK2-AS1	8	0	0	0	0	0	0										False
PANK3	17	0	0	0	0	0	0										False
