predictor	analysis	disease_name	compartment	n_case	n_control	delta_case_minus_control_z	p	positive_nominal
gene:ZWILCH	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.09954591583237483	0.8041988943330428	False
gene:ZWILCH	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.10573337123821394	0.8132719451963785	False
gene:ZWILCH	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.09216372773045	0.8873301319054733	False
gene:ZWILCH	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.1552416496290666	0.6204319697064653	False
gene:ZWILCH	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.5445305999308572	0.3619776911530263	False
gene:ZWILCH	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.6480573974127689	0.3438759062568468	False
gene:ZWILCH	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.6104103433106832	0.2887157263300612	False
gene:CD36	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	-0.2741372939150372	0.6584349115066197	False
gene:CD36	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-1.13076014970631	0.04740641372891678	False
gene:CD36	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.7396753620527052	0.2301810479211523	False
gene:CD36	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-0.9858492833843884	0.11599588977474613	False
gene:CD36	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.3457635397141555	0.5852075017420765	False
gene:CD36	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	-0.8032348316232679	0.17581133078214006	False
gene:CD36	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.3631062650008747	0.1538140875399616	False
gene:CD36	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.35524452148412217	0.7249654581796845	False
gene:CD36	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	0.005344046202336805	0.9958200533665972	False
gene:CD36	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.5675985569769034	0.17908210153842252	False
gene:CD36	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.1330468078253228	0.7423665501896033	False
gene:CD36	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.8685512170432197	0.019118013219261782	False
gene:CD36	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	-0.21821652923080895	0.4403314448480264	False
gene:CD36	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.9315980187691197	0.3358047201316497	False
gene:CD36	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	-0.13960680762331332	0.6340112727208929	False
gene:CD36	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	-0.6735497258864726	0.07740381868009065	False
gene:CD36	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	-0.34274497997809034	0.2315295266927945	False
gene:PKM	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.2884008768266915	0.022900165785765324	True
gene:PKM	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.7936545553312264	0.18977395203735872	False
gene:PKM	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.09880198346786051	0.87564561681878	False
gene:PKM	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.6779016746949913	0.000500824623741458	True
gene:PKM	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.2063750332630736	0.03840032336645442	True
gene:PKM	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.0516709122516512	0.08212125495943944	True
gene:PKM	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.6055285053602653	0.02576079342940933	True
gene:PKM	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.2971635026640485	0.1512578642023795	False
gene:PKM	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.4510855377373106	0.05885833070192175	True
gene:PKM	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.3160716554584421	0.45733896673457947	False
gene:PKM	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.1918049902330638	0.6362122753902019	False
gene:PKM	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.19062657406676725	0.6219440331099995	False
gene:PKM	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.38809183757753	0.0864827631911537	True
gene:PKM	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.49625097064725804	0.6842474356430287	False
gene:PKM	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.45004236618766663	0.44658706121354647	False
gene:PKM	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.076626251467235	0.10934345906706963	False
gene:PKM	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.47138770625555837	0.520609394627576	False
gene:ITGA5	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.6326761650804787	0.3010322448575993	False
gene:ITGA5	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.1758419510226752	0.045702463888911	True
gene:ITGA5	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.829820020441401	0.17899448466012782	False
gene:ITGA5	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-0.5773502691896257	0.3632174676491227	False
gene:ITGA5	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.1229983875145524	0.06374596762653366	True
gene:ITGA5	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.2192982542527593	0.0362397476386545	True
gene:ITGA5	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.9777319462352194	0.31904313963268816	False
gene:ITGA5	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.2799897003445845	0.7786177500646684	False
gene:ITGA5	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.2377215599611842	0.17386625620183946	False
gene:ITGA5	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.9223227480013212	0.018858978940619765	False
gene:ITGA5	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.23126280884777778	0.5409450242939147	False
gene:ITGA5	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.6364799014797324	0.11872667967065431	False
gene:ITGA5	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.5279082943469533	0.19314132980361975	False
gene:ITGA5	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.0145851852373922	0.5257235626539327	False
gene:ITGA5	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.0023746647529377	0.09854753863819407	True
gene:ITGA5	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.8464721552206111	0.22257762994113958	False
gene:ITGA5	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.8924403690837623	0.3581044412242099	False
gene:MRRF	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.48467637264571617	0.42808091989433683	False
gene:MRRF	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-0.6884328963589827	0.2598447159568221	False
gene:MRRF	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.2794547451943306	0.020386173709503786	True
gene:MRRF	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-0.7680428720817489	0.20132381076795278	False
gene:MRRF	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.08789455446819823	0.8876019407214959	False
gene:MRRF	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.1064437422114617	0.06929118779961276	True
gene:MRRF	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.3360557794814831	0.1622199724249837	False
gene:MRRF	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.8795823851076504	0.337961655357869	False
gene:MRRF	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.3261644023464303	0.11596140932708154	False
gene:MRRF	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.2465781912655175	0.5913705681910101	False
gene:MRRF	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.4780396641583943	0.2223139622111385	False
gene:MRRF	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.09104151282809592	0.8207964348378274	False
gene:MRRF	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.959327185920506	0.16313837369479398	False
gene:MRRF	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.3535059586576688	0.33499070474923404	False
gene:MRRF	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.047925515963507	0.1085015378386441	False
gene:MRRF	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.2499666507497458	0.11201603756119366	False
gene:MRRF	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.0568603827396787	0.2049329971231642	False
gene:CDC42SE1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.0724681260250302	0.06905849040512464	True
gene:CDC42SE1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.8165247560557036	0.1751371208841139	False
gene:CDC42SE1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.8053000915598552	0.17431931765571165	False
gene:CDC42SE1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.7562053503558737	0.22120078920077468	False
gene:CDC42SE1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.2461272924676912	0.032329564597527574	True
gene:CDC42SE1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.061430417528448	0.061469292740688096	True
gene:CDC42SE1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.6300172501348777	0.04389058354415631	True
gene:CDC42SE1	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.5274890839906238	0.5846347125350004	False
gene:CDC42SE1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.096704572283582	0.2614133279341013	False
gene:CDC42SE1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.057480256267777835	0.9018861168448755	False
gene:CDC42SE1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.5708621303235063	0.1503863094088431	False
gene:CDC42SE1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.6914559701323562	0.08481392119124039	False
gene:CDC42SE1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.9033948516277543	0.1832183219255193	False
gene:CDC42SE1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.8885379381279519	0.16832448089848323	False
gene:CDC42SE1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.7850098418052589	0.0069363942895500404	True
gene:CDC42SE1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.8728151648896216	0.049515334083039104	True
gene:CDC42SE1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.2658945076428652	0.05755746090962684	True
gene:TPM4	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.6157008651848983	0.0009946979037054875	True
gene:TPM4	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.5587341508737702	0.0019437168272553847	True
gene:TPM4	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.4059827884378033	0.00750008111532708	True
gene:TPM4	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.6499070867122942	0.0006434013079502756	True
gene:TPM4	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.5228588930559148	0.0036282009065024398	True
gene:TPM4	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.3479493126700308	0.010937944528454292	True
gene:TPM4	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.4726013726609437	0.6211102377049287	False
gene:TPM4	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.35026179984499695	0.7162054899427404	False
gene:TPM4	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.5630916231511138	0.036042821984620645	True
gene:TPM4	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.7212850826145099	0.0904877634673055	False
gene:TPM4	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.36473191956632356	0.359144813389951	False
gene:TPM4	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.3319665281417114	0.4386628000504779	False
gene:TPM4	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.6389713347998159	0.3457460123560126	False
gene:TPM4	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.7181371156716738	0.4469106121189604	False
gene:TPM4	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.07915972416851266	0.867915541541052	False
gene:TPM4	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.5787842524743956	0.3641185603148818	False
gene:TPM4	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.644810039981291	0.3864466297245701	False
gene:CFB	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.538981001062703	0.007118158419857015	True
gene:CFB	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.07251094541400924	0.9071209520571142	False
gene:CFB	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	1.4809665143413695	0.007908603396006603	True
gene:CFB	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.388434379142029	0.020323544475830787	True
gene:CFB	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.41958002646416337	0.49594842345891005	False
gene:CFB	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.064959181950082	0.08593650905939476	True
gene:CFB	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.665101090659491	0.03484204144103955	True
gene:CFB	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.0256832647634853	0.30177533990445093	False
gene:CFB	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.7131842570118891	0.005608538231452017	True
gene:CFB	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.21863585710460082	0.5653264231153996	False
gene:CFB	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.002120593453894154	0.9958866426472445	False
gene:CFB	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.510435813412937	0.12941104931276828	False
gene:CFB	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	2.1100057878218044	0.22574642950044677	False
gene:CFB	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.3307137991468134	0.044140546322656904	True
gene:CFB	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.372162194049583	0.16581058906246887	False
gene:CFB	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	2.121741051043056	0.02549279620613793	True
gene:DDAH1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.1129349756434574	0.060825192555061164	True
gene:DDAH1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-0.08625727579977527	0.8903124334148997	False
gene:DDAH1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.13554168910333153	0.8269654420930747	False
gene:DDAH1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.0755562074702414	0.0676002603243542	True
gene:DDAH1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.48560047426694924	0.44308241757944267	False
gene:DDAH1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.4059783184352669	0.5097531542004803	False
gene:DDAH1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	-0.6697642857225624	0.4784202750950317	False
gene:DDAH1	psoriasis_skin_apc	psoriasis	skin APC	3	3	-0.09836772766216108	0.9226006333221093	False
gene:DDAH1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.7273657500021509	0.012051468399601408	True
gene:DDAH1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.44104652466113503	0.2584312909734105	False
gene:DDAH1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.21735390873295168	0.5843286916569205	False
gene:DDAH1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.08836161778245893	0.8296787760285523	False
gene:DDAH1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.6930536725601331	0.3952806259603854	False
gene:DDAH1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.46770515230057685	0.6907631051110297	False
gene:DDAH1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.29232377215503996	0.6451827470469202	False
gene:DDAH1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	-0.16519652840748494	0.6258209546499691	False
gene:DDAH1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.9501181876216486	0.10830165753778521	False
gene:GPX2	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.2135013182791605	0.04325180787230732	True
gene:GPX2	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.24672585227094435	0.6913230425013684	False
gene:GPX2	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.9171930877302572	0.14002466057834165	False
gene:GPX2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.5938618773894602	0.002206202241917734	True
gene:GPX2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.9993949085015938	0.1040803760283395	False
gene:GPX2	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.5791301015797137	0.34862968156196333	False
gene:GPX2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.5670186606548453	0.05167143633636413	True
gene:GPX2	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.37196687966609265	0.7109103626378624	False
gene:GPX2	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	0.9848841579129971	0.31251863068025226	False
gene:GPX2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.45809210441800996	0.30916752316062684	False
gene:GPX2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.3123404937090506	0.5159450489130368	False
gene:GPX2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.3133614613927809	0.18676175937263387	False
gene:GPX2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.395223686475128	0.24950419996977696	False
gene:GPX2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.2029296457125784	0.16673685422809917	False
gene:GPX2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.2324765923716807	0.2267914499566191	False
gene:GPX2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.1384408085838207	0.17944090340253255	False
gene:SLC25A22	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.2176973292667186	0.033859717246831816	True
gene:SLC25A22	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.0832447684520257	0.0812827000988787	True
gene:SLC25A22	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.3272762961502038	0.60381108188219	False
gene:SLC25A22	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.4455739660487046	0.00468853077673577	True
gene:SLC25A22	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.1314998576718975	0.06602126760728315	True
gene:SLC25A22	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.3707825408228667	0.012761002096430213	True
gene:SLC25A22	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.71016246881635	0.009003747098732858	True
